id,XINGBIE,CSNY,HYZK,ZHIYE,ZHICHEN,ZHIWU,XUELI,DWJJLX,DWSSHY,GRJCJS,GRZHZT,GRZHYE,GRZHSNJZYE,GRZHDNGJYE,GRYJCE,DWYJCE,DKFFE,DKYE,DKLL,label
train_18539,1,31507200,90,90,999,0,99,110,17,5844.5,1,172588.085,148667.18,5620.2,909.9,909.9,125237,89285.68,2.708,1
train_18554,1,31507200,90,90,999,0,99,110,18,6988.5,1,78478.4,45194.2,8268.94,1047.23,1047.23,125237,237.0,2.708,1
train_18619,2,704649600,90,90,999,0,99,110,18,3933.0,1,14331.92,30398.965,4875.6,680.52,680.52,300237,288026.08,2.708,1
train_18663,1,399657600,90,90,999,0,99,900,16,12811.5,1,33388.835,20555.735,12308.52,1745.94,1745.94,149737,237.0,2.708,1
train_18664,1,399657600,90,90,999,0,99,110,18,4214.5,1,35489.15,22326.23,7308.62,714.305,714.305,90237,71698.005,2.708,1
train_18678,2,609951600,90,90,999,0,99,110,15,3909.5,1,2871.48,5311.665,-11702.425,677.7,677.7,185237,169325.745,2.708,1
train_18683,2,412876800,90,90,999,0,99,900,18,7716.0,1,32153.765,2387.485,4924.56,1134.48,1134.48,150237,237.0,2.708,1
train_18687,2,333907200,90,90,999,0,99,900,15,6197.0,1,1667.4,297.88,223.585,952.2,952.2,300237,224554.935,2.708,1
train_18745,1,586364400,90,90,999,0,99,150,14,1192.0,1,1395.09,1571.165,619.0,284.75,284.75,100237,86741.105,2.708,1
train_18757,1,328636800,90,90,999,0,99,190,9,5754.0,1,13649.605,7997.62,1405.75,899.04,899.04,250237,165001.33,2.708,1
train_18759,2,460137600,90,90,999,0,99,190,20,4960.5,1,82378.575,62795.62,5905.2,803.82,803.82,300237,263894.515,2.708,1
train_18769,1,436464000,90,90,999,0,99,190,0,1399.0,1,6187.61,3358.005,887.72,318.34,318.34,150237,133153.735,2.708,1
train_18789,1,333907200,90,90,999,0,99,110,8,2187.5,1,3045.72,17565.91,-18326.295,471.06,471.06,350237,237.0,2.708,1
train_18812,1,347126400,90,90,999,0,99,150,15,5672.0,1,1541.4,21013.98,-1555.935,889.2,889.2,300237,265415.655,2.708,1
train_18833,1,465408000,90,90,999,0,99,110,9,12232.5,1,237.0,2992.605,211.06,1676.46,1676.46,150237,134197.09,2.708,1
train_18852,1,446918400,90,90,999,0,99,900,15,6137.5,1,2432.495,4175.435,4773.11,945.06,945.06,250237,97212.45,2.708,1
train_18853,1,394300800,90,90,999,0,99,900,8,12811.0,1,52630.345,19595.875,8451.735,1745.88,1745.88,250237,46732.585,2.708,1
train_18860,1,436464000,90,90,999,0,99,110,0,4362.5,1,5825.75,5076.455,1170.9,732.06,732.06,250237,146198.065,2.708,1
train_18871,2,357494400,90,90,999,0,99,150,15,5376.5,1,29988.43,24810.025,2092.98,853.74,853.74,150237,140572.35,2.979,1
train_18881,1,476035200,90,90,999,0,99,150,12,1237.0,2,302.425,301.44,237.0,307.0,307.0,119237,101138.78,2.708,1
train_18925,1,536428800,90,90,999,0,99,110,16,2828.0,1,11535.04,24720.755,-2873.84,547.92,547.92,210237,183112.0,2.708,1
train_18946,1,31507200,90,90,999,0,99,900,16,10364.5,1,57401.89,34288.465,6249.105,1452.3,1452.3,150237,99612.0,2.979,1
train_18957,1,352224000,90,90,999,0,99,900,14,9652.5,1,1555.17,252.355,467.12,896.085,896.085,175237,18049.085,2.292,1
train_18978,1,525884400,90,90,999,0,99,190,15,4757.5,1,47606.785,40184.47,1965.44,779.46,779.46,150237,139008.98,2.708,1
train_18984,1,255110400,90,90,999,0,99,190,18,6347.0,1,17291.76,3227.95,2257.055,970.2,970.2,250237,198570.23,2.708,1
train_19004,1,381340800,90,90,999,0,99,150,5,10248.0,1,72630.675,44852.195,7351.44,1438.32,1438.32,169737,33187.26,2.708,1
train_19018,2,378662400,90,90,999,0,99,110,18,1780.0,1,1780.225,5193.265,916.87,422.16,422.16,350237,141750.93,2.708,1
train_19031,2,291744000,90,90,999,0,99,150,14,1192.0,1,8647.385,7007.51,619.0,284.75,284.75,50237,38153.57,2.708,1
train_19033,1,523206000,90,90,999,0,99,190,15,6591.0,1,21301.88,26108.15,-10934.87,999.48,999.48,125237,82795.61,2.708,1
train_19035,2,394300800,90,90,999,0,99,160,8,847.0,2,843.975,834.86,237.0,310.2,310.2,125237,104399.4,2.708,1
train_19052,2,615222000,90,90,999,0,99,190,20,3910.0,1,2000.04,1082.07,1108.845,677.76,677.76,152237,131970.44,2.708,1
train_19061,1,636220800,90,90,999,0,99,190,15,2385.0,1,752.52,789.625,230.725,494.76,494.76,110237,61510.275,2.708,1
train_19066,1,186595200,90,90,999,0,99,190,15,4965.0,1,1371.72,1411.185,223.04,804.36,804.36,250237,177823.725,2.708,1
train_19110,2,276019200,90,90,999,0,99,190,14,9423.5,1,61118.48,26393.645,9503.52,1339.38,1339.38,250237,55666.145,2.708,1
train_19112,2,247161600,90,90,999,0,99,110,12,5121.5,1,14254.51,35135.315,4926.12,823.14,823.14,220237,219311.56,2.979,1
train_19117,2,347126400,90,90,999,0,99,150,7,3337.0,1,671.0,7064.625,195.4,454.0,454.0,200237,166505.165,2.708,1
train_19124,1,612630000,90,90,999,0,99,170,14,1192.0,1,332.5,5788.665,-1523.42,284.75,284.75,195237,186514.075,2.979,1
train_19135,2,454867200,90,90,999,0,99,110,15,4200.5,1,997.615,1003.935,46.11,712.62,712.62,300237,229419.535,2.708,1
train_19137,2,602265600,90,90,999,0,99,110,16,4396.5,1,4024.735,7698.02,-299.34,736.14,736.14,250237,221656.685,2.708,1
train_19151,2,462816000,90,90,999,0,99,190,15,4666.5,1,1300.08,641.405,916.285,768.54,768.54,340237,277668.15,2.708,1
train_19196,2,210355200,90,90,999,0,99,110,4,3781.0,1,45384.33,31838.34,3639.24,662.28,662.28,88856,62363.455,2.708,1
train_19220,2,496944000,90,90,999,0,99,110,16,6835.5,1,15915.755,12211.975,6151.32,1028.82,1028.82,300237,269312.52,2.708,1
train_19272,1,333907200,90,90,999,0,99,190,20,6054.5,1,18858.88,3690.52,5136.31,935.1,935.1,200237,76532.65,2.979,1
train_19282,1,31507200,90,90,999,0,99,110,13,4568.0,1,5120.035,21832.67,3243.845,756.72,756.72,150237,51075.305,2.708,1
train_19294,2,915120000,90,90,999,0,99,110,6,1809.5,2,237.0,268.355,236.98,394.25,394.25,250237,143835.295,2.979,1
train_19301,2,491673600,90,90,999,0,99,900,14,6977.0,1,21567.415,22016.305,-191.245,1045.8,1045.8,300237,268246.12,2.708,1
train_19307,1,465408000,90,90,999,0,99,150,15,4401.5,1,30685.17,13806.04,5234.4,736.74,736.74,200237,181527.985,2.708,1
train_19330,1,310233600,90,90,999,0,99,190,15,5719.5,1,1552.8,1492.135,224.64,894.9,894.9,300237,230237.0,2.708,1
train_19345,1,520527600,90,90,999,0,99,190,15,2958.5,1,37739.695,31747.53,-1619.62,563.58,563.58,150237,146070.325,2.708,1
train_19377,1,44553600,90,90,999,0,99,190,18,4511.5,1,1550.88,2366.755,751.815,749.94,749.94,245237,124090.455,2.708,1
train_19400,1,184003200,90,90,999,0,99,900,15,7937.5,1,10629.84,1506.725,2175.81,1161.06,1161.06,300237,197419.365,2.708,1
train_19412,2,218217600,90,90,999,0,99,900,4,7125.5,1,114976.805,88299.89,6849.96,1063.62,1063.62,200237,171242.27,2.708,1
train_19433,1,686246400,90,90,999,0,99,900,14,9648.5,1,20494.145,8511.98,9272.04,1366.38,1366.38,200237,183783.06,2.708,1
train_19460,1,268070400,90,90,999,0,99,110,18,8819.5,1,1719.0,12714.405,1840.925,1266.92,1266.92,350237,203211.67,2.708,1
train_19477,1,389030400,90,90,999,0,99,160,9,6651.5,1,10178.815,282.225,6394.92,1006.74,1006.74,250237,205227.93,2.708,1
train_19492,1,31507200,90,90,999,0,99,190,5,4689.0,1,1305.48,1316.125,222.215,771.24,771.24,250237,107533.375,2.708,1
train_19559,2,225993600,90,90,999,0,99,110,18,4170.5,1,237.0,249.945,231.375,709.025,709.025,350237,299469.82,2.708,1
train_19561,1,509990400,90,90,999,0,99,150,14,2903.5,2,14380.395,13104.0,237.0,370.325,370.325,150237,145695.255,2.708,1
train_19564,2,688924800,90,90,999,0,99,900,16,1192.0,1,15555.11,11466.17,1383.0,351.6,351.6,150237,147487.81,2.708,1
train_19572,1,552063600,90,90,999,0,99,900,16,1192.0,1,2283.37,13435.805,1153.8,351.6,351.6,165237,144611.925,2.708,1
train_19581,1,31507200,90,90,999,0,99,190,16,3891.5,1,237.0,273.41,231.435,675.54,675.54,200237,113799.98,2.708,1
train_19601,2,118252800,90,90,999,0,99,190,15,6035.5,1,10257.55,4030.4,6497.76,932.82,932.82,150237,34041.395,2.708,1
train_19605,1,218217600,90,90,999,0,99,150,14,1192.0,1,8511.91,6382.055,657.2,284.75,284.75,90237,85123.35,2.708,1
train_19677,2,394300800,90,90,999,0,99,900,16,8380.0,1,77158.515,46062.875,10008.6,1214.16,1214.16,245237,162755.795,2.708,1
train_19679,1,276019200,90,90,999,0,99,190,14,2737.0,1,487.0,3717.335,461.675,362.0,362.0,250237,120080.71,2.708,1
train_19685,1,499622400,90,90,999,0,99,900,16,12446.5,1,30664.165,33304.23,11958.12,1702.14,1702.14,300237,241933.37,2.708,1
train_19695,2,715276800,90,90,999,0,99,110,18,3844.5,1,4967.24,2426.705,331.045,669.92,669.92,150237,128153.755,2.708,1
train_19718,1,31507200,90,90,999,0,99,110,18,9061.5,1,5607.015,5442.19,-840.295,1295.96,1295.96,250237,185653.77,2.708,1
train_19732,2,441734400,90,90,999,0,99,900,14,2850.5,1,1324.415,9805.645,-1890.015,550.62,550.62,200237,174237.065,2.708,1
train_19736,2,370713600,90,90,999,0,99,110,18,4601.5,1,6345.625,4358.08,2134.915,760.74,760.74,250237,71897.765,2.708,1
train_19752,2,531158400,90,90,999,0,99,110,16,3863.0,1,55401.535,42811.74,3560.52,672.12,672.12,125237,109553.315,2.708,1
train_19758,1,567964800,90,90,999,0,99,190,18,3301.0,1,5196.585,10288.22,-15961.69,604.68,604.68,300237,292028.495,2.979,1
train_19780,1,302284800,90,90,999,0,99,190,15,6278.0,1,1882.935,1757.76,414.05,961.92,961.92,300237,283496.335,2.979,1
train_19800,1,318182400,90,90,999,0,99,190,9,8043.5,1,53653.16,31988.64,3844.74,1173.78,1173.78,200237,143815.455,2.708,1
train_19802,2,84124800,90,90,999,0,99,110,18,7693.5,1,49984.19,32794.475,3798.12,1131.78,1131.78,90237,43737.0,2.708,1
train_19808,1,31507200,90,90,999,0,99,900,18,5320.21,1,149421.405,123801.465,8197.68,846.985,846.985,125237,52587.74,2.979,1
train_19809,1,373392000,90,90,999,0,99,110,18,4506.0,1,237.0,14146.6,93.465,749.3,749.3,300237,292028.495,2.979,1
train_19835,1,473356800,90,90,999,0,99,900,16,12811.5,1,15774.06,3739.0,4870.94,1745.94,1745.94,250237,212673.91,2.708,1
train_19837,1,544204800,90,90,999,0,99,900,14,9237.0,1,9570.08,7102.6,4413.0,1317.0,1317.0,135237,109678.555,2.708,1
train_19864,2,70905600,90,90,999,0,99,300,7,7937.0,1,28935.795,8979.895,5165.0,853.0,853.0,225237,112741.855,2.708,1
train_19870,1,241891200,90,90,999,0,99,190,20,5664.0,1,10507.085,9812.62,3643.14,888.24,888.24,150237,139906.94,2.979,1
train_19879,1,184003200,90,90,999,0,99,110,18,4746.0,1,55459.09,56520.965,1942.595,778.13,778.13,300237,257025.995,2.708,1
train_19880,1,276019200,90,90,999,0,99,190,15,5905.5,1,1597.44,31295.06,-42670.865,917.22,917.22,250237,93581.9,2.708,1
train_19882,2,391708800,90,90,999,0,99,900,16,12811.5,1,19393.0,49853.2,12308.52,1745.94,1745.94,125237,237.0,2.979,1
train_19891,2,228672000,90,90,999,0,99,110,18,2187.0,1,17196.335,53729.58,4396.2,471.0,471.0,125237,237.0,2.979,1
train_19918,1,89395200,90,90,999,0,99,150,15,5726.0,1,1554.36,254.525,1550.42,895.68,895.68,300237,265428.87,2.979,1
train_19968,2,594316800,90,90,999,0,99,900,14,2761.0,1,590.36,662.33,127.465,413.68,413.68,180237,149702.395,2.708,1
train_19981,2,339177600,90,90,999,0,99,150,15,6981.5,1,12306.615,23536.755,6854.615,1046.34,1046.34,125237,65086.125,2.708,1
train_19983,1,433785600,90,90,999,0,99,170,14,7737.0,1,7615.685,4013.32,2261.73,837.0,837.0,210237,175005.12,2.708,1
train_20010,2,286646400,90,90,999,0,99,900,17,3074.5,1,918.0,7304.405,209.66,577.5,577.5,215237,86957.49,2.979,1
train_20036,1,665337600,90,90,999,0,99,150,15,5496.5,1,237.0,1323.41,-838.35,868.14,868.14,150237,111544.985,2.708,1
train_20042,1,512668800,90,90,999,0,99,190,20,4158.0,1,8093.585,603.595,3232.92,707.52,707.52,65237,52959.26,2.708,1
train_20049,2,341856000,90,90,999,0,99,900,16,1192.0,1,14853.58,11001.885,1153.8,351.6,351.6,125237,89820.22,2.708,1
train_20104,2,581094000,90,90,999,0,99,110,16,6727.5,1,32718.805,21722.045,6016.92,1015.86,1015.86,200237,184155.36,2.708,1
train_20112,2,620578800,90,90,999,0,99,110,9,11021.5,1,39703.345,20110.95,7750.89,1531.14,1531.14,350237,227720.575,2.708,1
train_20118,2,283968000,90,90,999,0,99,110,12,7641.5,1,32504.31,17591.5,5202.135,1125.54,1125.54,300237,162496.715,2.708,1
train_20131,2,402249600,90,90,999,0,99,110,2,3115.5,1,237.0,711.135,-147.38,438.495,438.495,150237,137258.62,2.708,1
train_20133,1,165513600,90,90,999,0,99,190,18,3181.0,1,943.56,2822.91,191.6,590.28,590.28,150237,128228.475,2.708,1
train_20157,1,31507200,90,90,999,0,99,150,12,3220.0,1,103518.525,89709.275,3816.6,594.96,594.96,300237,216123.085,2.708,1
train_20169,2,499622400,90,90,999,0,99,150,14,3652.5,1,29816.935,21824.87,2149.68,476.085,476.085,125237,79637.455,2.708,1
train_20207,1,646758000,90,90,999,0,99,900,14,6137.0,1,5674.34,1762.055,1234.84,650.0,650.0,59237,38378.625,2.708,1
train_20214,2,333907200,90,90,999,0,99,110,15,4113.5,1,95476.235,78708.545,4888.8,702.18,702.18,250237,123153.565,2.708,1
train_20219,1,65721600,90,90,999,0,99,110,18,5073.5,1,68542.215,69724.945,-4411.9,817.415,817.415,250237,197890.18,2.708,1
train_20232,2,575827200,90,90,999,0,99,110,6,3857.5,1,18587.835,15724.73,1101.445,671.46,671.46,150237,139560.675,2.708,1
train_20238,2,473356800,90,90,999,0,99,110,15,3822.5,1,1958.04,1154.36,1086.85,667.26,667.26,350237,234150.59,2.708,1
train_20247,1,394300800,90,90,999,0,99,160,18,1037.0,2,3529.71,3480.25,237.0,293.0,293.0,115237,95925.35,2.708,1
train_20281,1,541526400,90,90,999,0,99,190,15,4757.5,1,13587.695,7010.17,1911.05,779.46,779.46,125237,80666.525,2.708,1
train_20302,2,386438400,90,90,999,0,99,900,16,11011.0,1,15654.055,21014.545,13165.8,1529.88,1529.88,250237,213200.175,2.708,1
train_20307,1,470678400,90,90,999,0,99,110,18,4510.0,1,6150.37,10185.56,-1553.11,749.785,749.785,350237,317496.55,2.708,1
train_20317,1,539107200,90,90,999,0,99,900,8,12811.0,1,10520.865,27935.895,6557.84,1745.88,1745.88,150237,66428.735,2.708,1
train_20343,1,31507200,90,90,999,0,99,110,18,6054.0,1,53061.92,44667.415,-12258.12,935.02,935.02,175237,130394.805,2.979,1
train_20364,1,31507200,90,90,999,0,99,190,15,5452.5,1,17442.61,11018.95,1840.08,862.86,862.86,150237,56532.085,2.708,1
train_20369,2,478454400,90,90,999,0,99,900,16,1192.0,1,2150.065,13263.875,-13846.2,351.6,351.6,65737,58921.525,2.708,1
train_20371,1,73497600,90,90,999,0,99,190,12,8211.0,1,62875.11,30683.88,7892.04,1193.88,1193.88,250237,164338.245,2.708,1
train_20391,1,631123200,90,90,999,0,99,900,16,7245.0,1,237.0,4985.265,-621.66,1077.96,1077.96,150237,139285.2,2.708,1
train_20400,1,368121600,90,90,999,0,99,110,0,5858.0,1,13662.82,112976.8,6982.2,911.52,911.52,300237,298237.0,2.979,1
train_20425,2,357494400,90,90,999,0,99,900,16,1192.0,1,17673.725,13779.67,1153.8,351.6,351.6,70237,61961.43,2.708,1
train_20497,1,454867200,90,90,999,0,99,900,18,3517.0,1,62804.345,46970.835,3385.8,630.6,630.6,125237,237.0,2.979,1
train_20500,1,276019200,90,90,999,0,99,900,5,10894.5,1,13652.42,1215.685,5252.41,1515.9,1515.9,250237,144278.41,2.708,1
train_20526,1,462816000,90,90,999,0,99,110,18,4510.0,1,41381.395,33908.32,857.47,749.785,749.785,200237,184526.655,2.708,1
train_20539,1,31507200,90,90,999,0,99,900,18,4300.5,1,6005.41,2365.575,-10574.04,724.62,724.62,200237,85531.25,2.708,1
train_20552,2,478454400,90,90,999,0,99,170,14,4907.0,1,11961.455,6951.14,4720.2,797.4,797.4,150237,134845.685,2.708,1
train_20560,1,402249600,90,90,999,0,99,900,16,12811.5,1,20831.15,5499.475,12308.52,1745.94,1745.94,300237,126340.27,2.708,1
train_20570,1,575827200,90,90,999,0,99,900,14,1192.0,1,2621.335,11666.12,771.8,303.85,303.85,165237,150425.69,2.708,1
train_20579,1,281289600,90,90,999,0,99,150,0,7961.5,1,238.84,3607.825,102.525,1163.94,1163.94,200237,166366.645,2.708,1
train_20581,1,454867200,90,90,999,0,99,150,6,2987.0,1,7445.22,2979.29,1337.0,374.5,374.5,200237,130785.875,2.708,1
train_20594,2,304963200,90,90,999,0,99,190,20,5844.0,1,4891.095,1392.19,2888.54,909.84,909.84,200237,142440.315,2.708,1
train_20612,1,465408000,90,90,999,0,99,900,14,9237.0,1,68775.565,63293.87,7437.0,1137.0,1137.0,250237,188778.765,2.708,1
train_20615,1,31507200,90,90,999,0,99,110,15,7228.0,1,237.0,20585.05,-1659.345,1075.92,1075.92,300237,253612.255,2.708,1
train_20646,1,536428800,90,90,999,0,99,150,9,4282.0,2,237.35,839.86,237.0,520.15,520.15,125237,107349.41,2.708,1
train_20648,2,404928000,90,90,999,0,99,190,18,4548.0,1,6542.44,1312.655,5410.2,754.32,754.32,350237,254944.745,2.708,1
train_20651,1,31507200,90,90,999,0,99,110,18,9127.5,1,6413.06,21213.87,-1058.76,1303.86,1303.86,250237,172794.575,2.708,1
train_20663,2,31507200,90,90,999,0,99,900,16,11949.0,1,58375.235,31475.385,10244.785,1642.44,1642.44,235237,53432.28,2.979,1
train_20674,1,31507200,90,90,999,0,99,110,9,12629.5,1,29315.06,26300.76,7196.96,1724.1,1724.1,150237,98249.865,2.979,1
train_20683,1,515260800,90,90,999,0,99,110,18,4456.5,1,56265.65,40149.36,2171.89,743.375,743.375,125237,109549.24,2.708,1
train_20695,1,60364800,90,90,999,0,99,900,18,12811.5,1,101260.575,48985.14,15326.4,1745.94,1745.94,200237,143570.39,2.708,1
train_20703,2,31507200,90,90,999,0,99,150,14,7396.0,1,3673.32,18945.315,-14115.855,1096.08,1096.08,150237,107591.245,2.708,1
train_20718,1,31507200,90,90,999,0,99,190,18,4511.5,1,34276.445,13463.235,5741.88,749.94,749.94,247737,127079.0,2.708,1
train_20753,2,70905600,90,90,999,0,99,110,18,4156.5,1,4557.0,287.745,4543.395,707.34,707.34,250237,159550.74,2.979,1
train_20758,1,336585600,90,90,999,0,99,170,5,1987.0,2,243.655,243.555,237.0,412.0,412.0,150237,123717.595,2.708,1
train_20812,1,31507200,90,90,999,0,99,900,18,6343.0,1,2656.75,3514.645,820.465,969.72,969.72,300237,87327.845,2.521,1
train_20828,1,567964800,90,90,999,0,99,190,15,4065.5,1,15028.835,15864.96,-3387.64,696.42,696.42,110237,97498.13,2.708,1
train_20860,1,481132800,90,90,999,0,99,150,7,2274.5,1,5389.885,2138.525,1255.75,338.875,338.875,90237,81411.39,2.708,1
train_20879,1,339177600,90,90,999,0,99,150,2,6294.0,1,65281.37,42967.61,6051.72,963.84,963.84,125237,112748.58,3.25,1
train_20888,1,557420400,90,90,999,0,99,900,9,6417.0,1,3543.38,10834.15,182.73,978.6,978.6,295237,268199.435,2.708,1
train_20893,2,333907200,90,90,999,0,99,900,15,4853.0,1,92881.245,73066.535,4668.36,790.92,790.92,200237,175150.735,2.708,1
train_20895,2,544204800,90,90,999,0,99,150,14,1192.0,1,9068.455,6817.46,771.8,303.85,303.85,130237,123272.265,2.979,1
train_20926,1,247161600,90,90,999,0,99,110,16,9128.5,1,73347.0,41529.645,8388.6,1303.98,1303.98,350237,223307.66,2.708,1
train_20961,1,378662400,90,90,999,0,99,160,9,4784.0,1,16688.51,13499.44,4602.12,782.64,782.64,250237,207827.9,2.708,1
train_20969,1,454867200,90,90,999,0,99,190,15,6480.0,1,30376.925,10208.405,6230.28,986.16,986.16,100237,37591.455,2.708,1
train_20985,1,502214400,90,90,999,0,99,150,15,5378.0,1,11543.225,2115.655,3794.74,853.92,853.92,150237,138454.29,2.708,1
train_21004,1,536428800,90,90,999,0,99,110,18,4008.5,1,54043.065,45639.195,1834.945,689.6,689.6,150237,133987.065,2.708,1
train_21007,2,528480000,90,90,999,0,99,900,16,1192.0,1,17150.065,13263.875,1153.8,351.6,351.6,300237,230237.0,2.708,1
train_21018,1,494352000,90,90,999,0,99,150,14,5663.5,1,15940.345,6573.085,3813.7,888.18,888.18,175237,115982.49,2.708,1
train_21022,1,315504000,90,90,999,0,99,110,5,6724.5,1,18324.35,15207.34,6465.0,1015.5,1015.5,188737,166908.71,2.708,1
train_21054,2,946656000,90,90,999,0,99,150,11,2421.0,1,3889.745,2543.835,1110.6,346.2,346.2,150237,111070.49,2.708,1
train_21082,1,525884400,90,90,999,0,99,150,14,2137.0,1,9001.505,1193.31,2517.0,465.0,465.0,130237,237.0,2.708,1
train_21083,1,375984000,90,90,999,0,99,150,14,7392.5,1,1954.32,18152.205,-17297.96,1095.66,1095.66,350237,323392.205,2.708,1
train_21089,2,318182400,90,90,999,0,99,110,17,1468.0,1,22524.16,17588.945,1402.2,384.72,384.72,94737,76782.0,2.708,1
train_21107,1,473356800,90,90,999,0,99,900,16,1192.0,1,466.2,544.8,234.1,351.6,351.6,300237,274077.425,2.979,1
train_21123,1,433785600,90,90,999,0,99,190,15,4536.5,1,7985.025,12349.7,-857.965,752.94,752.94,300237,277227.045,2.708,1
train_21149,1,86716800,90,90,999,0,99,900,5,1192.0,1,3460.745,492.44,1153.8,351.6,351.6,80237,16633.95,2.708,1
train_21162,2,365443200,90,90,999,0,99,900,15,4780.0,1,12717.625,12582.865,48.525,782.16,782.16,200237,168395.98,2.708,1
train_21187,1,278697600,90,90,999,0,99,150,9,6237.0,2,311.68,310.56,237.0,537.0,537.0,250237,160739.44,2.708,1
train_21212,2,31507200,90,90,999,0,99,110,18,4886.0,1,2511.72,285.4,1382.52,794.855,794.855,225237,114882.725,2.708,1
train_21267,1,31507200,90,90,999,0,99,110,18,4077.0,1,31186.465,36611.27,-1504.995,697.8,697.8,300237,264403.595,2.708,1
train_21274,2,184003200,90,90,999,0,99,900,15,4020.5,1,14835.12,768.15,3869.16,691.02,691.02,300237,160295.095,2.708,1
train_21293,1,362764800,90,90,999,0,99,190,18,3439.0,1,3837.095,9610.435,-1226.64,621.24,621.24,200237,169223.06,2.708,1
train_21300,1,468086400,90,90,999,0,99,110,8,2136.0,1,20516.75,13894.9,2971.56,464.88,464.88,200237,177749.59,2.708,1
train_21325,1,465408000,90,90,999,0,99,150,11,1192.0,1,2532.38,974.62,771.8,303.85,303.85,150237,108311.08,2.708,1
train_21329,1,404928000,90,90,999,0,99,110,12,5203.0,1,60867.525,44742.58,7159.31,832.92,832.92,150237,131903.74,2.708,1
train_21337,1,31507200,90,90,999,0,99,110,15,9510.0,1,50977.34,15718.435,11364.6,1349.76,1349.76,180237,237.0,2.979,1
train_21375,2,468086400,90,90,999,0,99,110,18,4746.0,1,237.0,46068.735,1041.26,778.115,778.115,150237,80309.825,2.979,1
train_21383,1,452188800,90,90,999,0,99,110,18,4510.0,1,237.0,302.665,220.895,749.785,749.785,300237,159998.34,2.979,1
train_21384,1,310233600,90,90,999,0,99,110,18,6717.5,1,6849.835,8995.045,4076.925,1014.705,1014.705,200237,7354.105,2.979,1
train_21391,1,199728000,90,90,999,0,99,150,15,5693.5,1,9289.52,17192.7,6784.8,891.78,891.78,120237,42237.0,2.979,1
train_21403,1,360172800,90,90,999,0,99,150,14,4592.5,1,5159.54,881.405,2676.08,541.885,541.885,270237,125838.5,2.708,1
train_21425,1,412876800,90,90,999,0,99,110,18,4118.5,1,8989.235,6131.755,1095.54,702.8,702.8,300237,226223.39,2.708,1
train_21430,1,325958400,90,90,999,0,99,110,15,4977.0,1,47446.925,26534.685,5925.0,805.8,805.8,250237,97966.165,2.708,1
train_21434,2,283968000,90,90,999,0,99,150,11,2237.0,2,289.85,289.055,237.0,377.0,377.0,166737,101124.91,2.708,1
train_21445,1,512668800,90,90,999,0,99,110,15,5086.0,1,3297.145,1804.85,2873.905,818.88,818.88,200237,132654.77,2.708,1
train_21467,1,31507200,90,90,999,0,99,110,8,12515.5,2,60533.67,46874.875,3183.84,1710.42,1710.42,200237,138119.535,2.708,1
train_21475,2,552063600,90,90,999,0,99,110,8,9716.5,1,38736.135,30119.035,8565.96,1374.54,1374.54,350237,319477.735,2.708,1
train_21485,1,586364400,90,90,999,0,99,150,14,2137.0,1,693.0,340.885,232.6,465.0,465.0,223737,152604.345,2.979,1
train_21497,2,496944000,90,90,999,0,99,160,9,2603.5,2,11082.01,26591.925,237.0,473.65,473.65,175237,159658.44,2.708,1
train_21502,1,304963200,90,90,999,0,99,190,20,5012.5,1,2529.24,1397.995,1367.095,810.06,810.06,300237,222015.525,2.708,1
train_21516,1,155059200,90,90,999,0,99,110,12,5204.5,1,1429.2,1162.23,225.87,833.1,833.1,150237,108857.28,2.708,1
train_21529,1,528480000,90,90,999,0,99,190,15,4536.5,1,516.85,1346.275,-525.59,752.94,752.94,200237,184155.36,2.708,1
train_21545,1,70905600,90,90,999,0,99,190,17,6900.5,1,10752.39,14031.43,2555.38,1036.62,1036.62,250237,198742.17,2.708,1
train_21559,1,65721600,90,90,999,0,99,110,18,5689.0,1,64701.36,74811.485,-2745.545,891.28,891.28,300237,278814.95,2.979,1
train_21562,2,565286400,90,90,999,0,99,900,16,1192.0,1,466.2,490.97,234.13,351.6,351.6,300237,228275.95,2.708,1
train_21571,1,473356800,90,90,999,0,99,159,7,1192.0,1,18320.76,15022.88,1192.0,332.5,332.5,229737,196602.385,2.708,1
train_21597,1,147196800,90,90,999,0,99,150,15,8418.5,1,70935.645,36910.195,10054.8,1218.78,1218.78,250237,181949.875,2.708,1
train_21620,1,496944000,90,90,999,0,99,900,15,4574.0,1,7673.55,8007.52,-200.945,757.44,757.44,150237,137896.595,2.708,1
train_21629,1,84124800,90,90,999,0,99,190,20,6816.0,1,25901.72,33781.48,8131.8,1026.48,1026.48,125237,237.0,2.708,1
train_21648,2,291744000,90,90,999,0,99,110,18,7422.5,1,19735.835,5483.22,7135.08,1099.26,1099.26,250237,237.0,2.708,1
train_21723,1,638899200,90,90,999,0,99,190,5,7496.5,1,36359.81,28659.435,7206.12,1108.14,1108.14,74737,237.0,2.708,1
train_21749,2,115660800,90,90,999,0,99,160,2,3877.0,1,28288.89,15660.88,3877.0,601.0,601.0,250237,81486.865,2.979,1
train_21754,2,583686000,90,90,999,0,99,900,14,2872.0,1,11479.26,24550.925,2766.6,553.2,553.2,125237,86174.375,2.708,1
train_21778,1,31507200,90,90,999,0,99,110,18,5304.0,1,10784.89,5983.77,715.8,845.04,845.04,250237,112500.545,2.708,1
