iter	Passed	Remaining
3220	205940	113743
3221	206009	113682
3222	206069	113616
3223	206130	113550
3224	206188	113483
3225	206275	113432
3226	206331	113364
3227	206397	113301
3228	206460	113236
3229	206520	113170
3230	206583	113106
3231	206641	113039
3232	206712	112978
3233	206777	112915
3234	206841	112851
3235	206916	112793
3236	206983	112731
3237	207048	112667
3238	207108	112602
3239	207180	112542
3240	207243	112478
3241	207312	112417
3242	207373	112351
3243	207436	112286
3244	207497	112221
3245	207567	112160
3246	207636	112099
3247	207709	112040
3248	207767	111973
3249	207845	111917
3250	207911	111853
3251	207969	111786
3252	208026	111719
3253	208093	111656
3254	208157	111592
3255	208226	111531
3256	208288	111466
3257	208370	111412
3258	208433	111347
3259	208512	111291
3260	208585	111232
3261	208651	111169
3262	208714	111105
3263	208773	111039
3264	208847	110980
3265	208923	110922
3266	208984	110856
3267	209045	110791
3268	209126	110736
3269	209192	110673
3270	209247	110605
3271	209306	110538
3272	209362	110470
3273	209429	110407
3274	209489	110341
3275	209575	110289
3276	209655	110234
3277	209729	110174
3278	209795	110112
3279	209860	110048
3280	209932	109989
3281	209996	109924
